ID,IV,A,TR,QV,SO,F3,F6,F9,S1,S3,S6,S7,S9,PI,PP,P6,P12,RF1,RF2,RF3,RF4,RF5,Target
1470848,0,0,2,0,0,0,0,0,21,24,24,27,24,0,0,0.98,0.98,0,0,0,1,0,1
1165151,2,0,8,0,0,1,2,3,1,1,3,27,4,0,0,0.46,0.35,0,0,0,1,0,1
3019046,22244,0,8,0,0,0,0,0,0,0,0,27,0,0,0,1,1,0,0,0,1,0,0
1884258,2,1,9,0,0,0,0,0,0,0,0,27,0,0,0,0.68,0.66,0,0,0,1,0,0
2155392,6,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0.73,0.78,0,0,0,1,0,0
2141869,5,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0.02,1,0,1,1,0,0
2266090,0,1,16,0,0,6,6,6,0,0,1,27,3,0,0,0.31,0.42,1,0,1,1,0,1
1460439,4,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0.9,0.82,0,0,0,1,0,0
2061875,2891,92,8,12,0,0,0,0,71,201,373,27,661,0,0,0.85,0.78,0,0,0,1,0,0
1721333,2,0,9,0,0,0,2,2,1,4,6,27,8,0,0,0.99,0.99,0,0,0,1,0,0
1608026,8399,255,8,2,0,0,0,0,114,401,2515,27,7639,0,0,0.71,0.69,0,0,0,1,0,0
2017378,53,0,4,0,0,0,0,0,1,1,3,27,3,0,0,0.73,0.78,1,0,0,1,0,0
3225626,27,0,8,0,0,39,62,86,24,43,89,27,122,0,0,0.7,0.73,0,0,0,1,0,0
1381515,26,0,8,0,0,0,0,0,0,2,5,27,5,0,0,-99,1,1,0,0,1,0,0
1449208,6,1,8,0,0,0,0,0,0,0,1,27,2,0,0,0.69,0.57,0,0,0,1,0,1
2867103,30,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.4,0.42,0,0,0,1,0,0
1659099,-2,0,2,0,2,12,12,18,4,4,4,27,4,0,0,1,1,0,0,0,1,0,1
3157623,42,0,8,0,0,0,0,0,4,13,24,27,51,0,0,0.95,0.77,0,0,0,1,0,0
1688193,1,0,2,0,0,1,2,3,1,2,2,27,2,0,0,0.81,0.82,0,0,0,1,0,1
3148010,0,0,12,0,0,2,2,2,0,1,1,27,1,0,0,0.77,0.73,0,0,0,1,0,1
2140934,1,2,8,0,0,0,0,0,0,0,0,27,0,0,0,0.54,0.65,0,0,1,1,0,0
2279870,5,0,8,0,0,0,0,0,1,1,3,27,4,0,0,0.64,0.61,0,0,0,1,0,0
1247711,8,7,8,0,0,0,0,50,0,2,4,27,6,0,0,0.95,0.97,0,0,0,1,0,0
1556544,0,9,9,0,0,27,27,37,6,10,11,27,14,0,0,0.68,0.66,0,0,0,1,0,1
1624350,0,1,8,0,0,3,3,4,0,1,1,27,3,0,0,0.68,0.69,0,0,0,1,0,1
3075379,0,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.85,0.88,0,0,0,1,0,0
1444267,1,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.63,0.72,0,0,0,1,0,0
1758573,11,1,4,2,0,0,0,0,0,0,0,27,0,0,0,0.24,0.14,1,0,0,1,0,0
1402098,0,0,8,0,0,3,4,6,0,3,3,27,4,0,0,0.83,0.91,0,0,0,1,0,1
3044932,81,2,8,0,0,0,0,0,1,2,3,27,5,0,0,0.5,0.46,0,0,0,1,0,0
1912812,13,0,8,4,0,32,76,108,13,30,68,27,112,0,0,0.66,0.69,0,0,0,1,0,0
1588831,23,15,8,1,0,18,48,72,9,26,41,27,59,0,0,0.93,0.96,0,0,0,1,0,0
1577076,4,5,2,4,0,26,50,80,6,12,15,27,15,0,0,0.98,0.98,0,0,0,1,0,1
1648158,100,268,4,0,0,566,806,1046,131,316,628,27,945,0,0,0.78,0.78,0,0,0,1,0,1
2859168,4,0,4,0,0,0,0,0,0,0,1,27,2,0,0,0.73,0.78,0,0,0,1,0,0
1773575,2,0,12,0,0,0,1,2,2,3,6,27,7,0,0,0.78,0.78,0,0,0,1,0,1
2225688,1,0,8,0,0,8,12,16,1,4,7,27,11,0,0,0.78,0.78,0,0,0,1,0,1
1231088,0,0,2,0,0,27,32,32,0,0,0,27,0,0,0,0.85,0.51,1,0,1,1,0,1
1344122,17,4,8,0,0,0,0,0,0,7,19,27,22,0,0,0.78,0.72,0,0,0,1,0,0
1395808,9,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.76,0.78,1,0,0,1,0,0
1593797,0,3,8,0,0,8,10,14,2,3,7,27,10,0,0,0.81,0.82,0,0,0,1,0,1
2842136,5,0,12,0,0,0,1,1,0,1,3,27,3,0,0,0.73,0.79,0,0,0,1,0,0
1315929,1,0,8,0,0,29,29,41,9,19,33,27,40,0,15,0.75,0.74,0,0,0,1,0,1
2935736,62,0,2,0,0,0,0,0,0,5,6,27,6,0,0,0.9,0.91,1,0,0,1,0,0
1215718,54,3,2,0,0,0,0,0,4,10,20,27,28,0,0,0.97,0.96,0,0,0,1,0,0
1813672,0,1,2,272,0,0,0,0,0,0,0,27,0,0,0,1,0.99,1,0,1,1,0,0
1948751,0,0,2,0,0,5,15,15,0,0,0,27,0,0,0,0.93,0.95,1,0,0,1,0,0
2305574,8,0,8,0,0,15,15,25,2,7,13,27,20,0,0,0.34,0.53,0,0,0,1,0,0
1881662,0,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.99,0.98,0,0,0,1,0,0
3221554,6,0,8,0,0,20,26,28,0,7,15,27,15,0,0,1,1,1,0,0,1,0,0
1383256,5,102,8,4,7,504,828,1152,131,401,675,27,879,0,0,0.93,0.94,0,0,0,1,0,1
1788086,64,4,13,0,0,0,0,0,1,3,7,27,8,0,0,0.93,0.96,0,0,0,1,0,0
1351453,1,2,8,0,0,8,16,20,11,15,20,27,31,0,0,0.92,0.95,0,0,0,1,0,1
1319558,1,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.82,0.79,0,0,0,1,0,0
2964593,13,1,8,0,0,0,0,0,0,0,1,27,3,0,0,1,0.98,1,0,0,1,0,0
1273327,185,0,4,230,0,15,15,15,0,0,0,27,0,0,0,0.79,0.66,0,0,0,1,0,1
1287032,56,0,9,0,0,0,0,0,0,0,0,27,1,0,0,0.85,0.83,0,0,0,1,0,0
1555731,2,3,8,10,0,41,60,88,11,37,77,27,110,0,0,0.93,0.93,0,0,0,1,0,0
1962706,23,3,8,0,0,0,8,16,0,8,22,27,36,0,0,0.99,0.99,0,0,0,1,0,0
2882950,0,2,4,0,0,18,18,18,3,7,14,27,33,0,0,0.99,0.98,0,0,0,1,0,1
1790101,13,3,2,0,0,10,30,55,2,11,32,27,44,0,0,1,0.99,0,0,0,1,0,0
3260303,10,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.64,0.29,0,0,0,1,0,0
1132324,3,1,8,0,0,0,0,0,0,0,0,27,0,0,0,0.97,0.9,0,0,0,1,0,0
2792533,12,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.98,0.99,0,0,0,1,0,0
3259853,-1,30,8,0,2,174,174,231,4,54,175,27,231,0,9,0.66,0.64,0,0,0,1,0,1
3126685,6,4,10,33,0,0,33,66,11,27,55,27,84,0,0,0.98,0.98,0,0,0,1,0,0
3011880,146,93,2,4,0,54,162,270,47,152,258,27,443,0,0,0.93,0.92,0,0,0,1,0,0
2295221,25,4,8,0,0,0,0,100,5,11,15,27,29,0,0,1,0.99,0,0,0,1,0,0
1444100,4,0,9,0,0,0,0,0,0,1,1,27,2,0,0,0.68,0.66,0,0,0,1,0,0
2182374,0,0,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,0,0,1,1,0,0
1680997,283,101,8,0,0,320,640,960,124,311,596,27,899,0,0,1,0.98,0,0,0,1,0,0
2053024,0,1,2,0,0,18,18,18,0,0,0,27,0,0,0,0.86,0.9,1,0,0,1,0,1
1723071,5,0,2,0,0,5,5,5,0,0,0,27,0,0,0,1,1,1,0,0,1,0,0
1258350,0,0,9,0,0,2,3,4,0,2,2,27,2,0,0,0.69,0.68,0,0,0,1,0,1
1400534,4,0,8,0,0,16,26,46,4,13,16,27,17,0,0,0.51,0.53,0,0,0,1,0,1
1837618,2,0,2,0,0,1,2,3,0,1,2,27,4,0,0,0.79,0.84,0,0,0,1,0,0
1564269,-3,2,16,0,3,13,28,28,4,11,14,27,20,0,0,0.62,0.62,1,0,1,1,0,1
1273931,2,0,8,0,0,5,9,13,1,3,7,27,12,0,0,0.77,0.78,0,0,0,1,0,1
1935061,59,0,2,0,0,0,0,54,3,18,36,27,53,0,0,0.87,0.84,0,0,0,1,0,0
2834813,477,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.94,0.94,0,0,0,1,0,0
1103892,97,0,12,0,0,0,0,0,0,0,0,27,0,0,0,0.97,0.98,0,0,0,1,0,0
1275172,12,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.56,0.56,1,0,0,1,0,0
1812700,4,0,8,0,0,50,75,100,3,25,39,27,49,0,0,0.98,0.98,0,0,0,1,0,1
1154968,71,4,2,0,0,0,0,0,0,0,0,27,1,0,0,0.98,0.94,0,0,0,1,0,0
1121803,26,2,2,0,0,0,0,0,0,7,8,27,8,0,0,0.99,0.99,0,0,1,1,0,1
1816081,7,9,12,0,0,4,16,20,2,6,8,27,15,0,0,0.78,0.78,0,0,0,1,0,0
1624932,134,31,2,38,0,350,640,950,110,302,637,27,888,0,0,0.91,0.89,1,0,0,1,0,0
2138857,6,1,8,0,0,0,0,0,4,9,15,27,19,0,0,0.95,0.96,1,0,0,1,0,0
3008092,0,5,2,0,0,40,60,80,8,20,47,27,64,0,0,0,0,0,0,0,1,0,1
1139317,4,0,12,0,0,0,0,2,0,0,2,27,6,0,0,0.82,0.79,0,0,0,1,0,0
1247208,2,1,2,0,0,2,3,3,1,2,2,27,2,0,0,1,1,0,0,0,1,0,1
1912265,64,24,14,29,0,38,74,128,17,58,118,27,175,0,0,0.38,0.44,0,0,1,1,0,0
1445901,0,0,8,18,0,114,194,290,0,0,0,27,0,0,0,0.97,0.97,0,0,0,1,0,1
2809521,24,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.73,0.76,0,0,1,1,0,0
1613266,6,3,2,2,0,12,27,41,3,14,34,27,46,0,0,0.95,0.96,0,0,0,1,0,1
2132397,142,2,8,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0
3135793,0,1,2,0,0,14,14,14,0,0,0,27,0,0,0,0,0,1,0,0,1,0,1
2103815,3,2,8,0,0,6,11,16,3,16,24,27,30,0,0,0.45,0.69,0,0,0,1,0,1
1143197,27,0,8,0,0,0,0,0,0,0,2,27,6,0,0,0.82,0.91,0,0,0,1,0,0
2106493,7,5,9,9,0,2,9,15,5,15,28,27,37,0,0,0.7,0.66,0,0,1,1,0,0
1717116,4,0,8,0,0,19,29,39,4,7,19,27,28,0,0,0.98,0.97,0,0,0,1,0,1
1681121,7,0,8,0,0,0,0,0,0,0,1,27,3,0,0,0.71,0.75,0,0,0,1,0,0
1301763,4,2,8,0,0,4,9,9,5,9,16,27,21,0,0,0.99,0.97,0,0,0,1,0,1
1292590,272,325,2,39,29,2160,2880,4320,288,288,290,27,290,0,0,0.99,0.98,0,0,0,0,0,1
1668033,12,2,2,0,0,8,20,32,10,20,33,27,47,0,0,0.65,0.74,0,0,0,1,0,1
1837411,11,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.91,0.49,1,0,0,1,0,0
3123017,4,0,9,0,0,0,0,0,0,0,3,27,3,0,0,0.94,0.83,1,0,0,1,0,0
3170012,24,0,4,0,0,0,0,0,0,0,1,27,1,0,0,0.73,0.78,0,0,0,1,0,0
1379011,24,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0.86,0.84,0,0,0,1,0,0
1550271,9,1,8,0,0,0,0,0,0,2,2,27,2,0,0,0.73,0.72,0,0,0,1,0,0
2942499,5,3,8,0,0,30,45,55,7,28,50,27,66,0,0,0.79,0.66,0,0,0,1,0,0
1376143,1,2,2,0,0,5,13,20,3,6,16,27,22,0,0,0.75,0.72,0,0,0,1,0,1
1709436,7,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.8,0.82,1,0,1,1,0,0
2800703,0,0,2,0,0,0,1,1,1,2,2,27,2,0,0,0.37,0.34,0,0,0,1,0,1
1341947,1,2,2,0,0,8,8,11,0,3,4,27,8,0,0,-99,0,0,0,0,1,0,1
2247701,5,0,4,0,0,1,3,4,0,1,4,27,6,0,0,0.73,0.78,0,0,0,1,0,0
1701543,19,0,3,0,0,0,0,0,2,2,2,27,4,0,0,0.98,0.98,0,0,0,1,0,1
2033715,3,0,8,0,0,0,0,0,0,0,1,27,1,0,0,0.99,0.96,0,0,0,1,0,0
2125746,55,0,9,0,0,0,0,0,3,10,13,27,20,0,0,0.99,0.98,0,0,0,1,0,0
1730870,10,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0.86,0.84,0,0,0,1,0,0
3160397,40,0,2,0,0,30,70,100,29,63,120,27,120,0,0,0.81,0.79,1,0,0,1,0,0
3027832,16,0,2,0,0,0,0,0,0,1,1,27,1,0,0,0.83,0.69,0,0,0,1,0,0
2006097,10,0,8,0,0,23,48,73,5,26,42,27,69,0,0,0.79,0.66,0,0,0,1,0,0
3199957,25,0,4,1,0,0,0,0,0,1,3,27,3,0,0,0.73,0.78,0,0,0,1,0,0
1503026,0,5,NA,0,0,0,0,0,1,18,40,27,84,0,0,-99,-99,0,0,0,0,0,1
1672752,3,0,2,0,0,21,45,72,14,41,60,27,72,0,0,0.97,0.9,0,0,0,1,0,1
2200394,498,376,8,142,0,731,1211,1691,214,612,1125,27,1710,0,0,0.99,0.99,0,0,0,1,0,0
2260613,3,0,2,0,0,10,21,21,19,24,25,27,25,0,0,0.83,0.86,0,0,1,1,0,1
1622459,7,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.68,0.64,0,0,0,1,0,0
2943807,44,26,12,0,0,0,36,36,1,24,54,27,68,0,0,0.76,0.83,0,0,0,1,0,0
2938607,21,0,9,0,0,0,0,0,3,11,17,27,30,0,0,0.94,0.83,0,0,0,1,0,0
1157635,-4,2,12,0,4,8,9,11,13,14,15,27,17,0,0,0.73,0.69,0,0,0,1,0,1
2928004,3,0,13,0,0,0,0,0,0,0,0,27,0,0,0,0.82,0.81,0,0,1,1,0,0
1600571,23,1,2,0,0,0,0,0,0,2,2,27,2,0,0,0.76,0.82,1,0,0,1,0,0
1338595,16,0,2,0,0,0,8,16,2,8,13,27,25,0,0,-99,-99,0,0,0,1,0,0
1222090,34,0,12,0,0,0,0,0,1,3,6,27,7,0,0,0.98,0.99,0,0,1,1,0,0
1257466,0,1,8,0,0,18,28,38,7,13,21,27,30,0,0,0.92,0.95,0,0,0,1,0,1
1539665,0,0,8,0,0,1,1,2,0,0,1,27,1,0,0,0.86,0.85,0,0,0,1,0,1
3036869,23,2,8,0,0,0,0,0,0,2,5,27,5,0,0,1,1,0,0,0,1,0,0
1605397,32,2,2,0,0,25,50,75,5,24,48,27,69,0,0,0.85,0.76,0,0,0,1,0,1
2858764,3,1,2,0,0,0,0,0,0,0,0,27,0,0,0,0.99,0.96,0,0,1,1,0,0
1547480,2,0,8,0,0,0,0,0,0,1,3,27,4,0,0,1,0.99,1,0,1,1,0,0
1335710,28,0,2,0,0,0,64,64,26,55,85,27,117,0,0,0.92,0.94,0,0,0,1,0,1
2089547,19,35,8,20,2,181,317,454,60,173,305,27,439,0,4,0.65,0.69,0,0,0,1,0,1
2190278,8,0,8,0,0,0,20,20,4,8,23,27,32,0,0,1,0.98,0,0,1,1,0,0
1751891,-38,30,NA,1,0,0,0,0,34,111,233,27,344,0,0,-99,-99,0,0,0,0,0,1
1769747,4,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.13,0.09,0,0,1,1,0,0
1140364,8,6,8,0,0,5,10,15,4,13,26,27,34,0,0,0.5,0.87,0,0,0,1,0,1
1525216,4,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.8,0.82,1,0,0,1,0,0
2910364,3944,127,12,37,0,0,0,0,57,281,598,27,723,0,0,0.98,0.96,0,0,0,1,0,0
1854717,336,73,2,10,0,0,200,400,68,192,368,27,504,0,0,0.97,0.98,0,0,0,1,0,0
1895951,0,0,9,0,0,5,7,7,0,0,0,27,0,0,0,0.68,0.66,1,0,0,1,0,1
1211289,14,0,2,0,0,0,0,0,0,0,5,27,6,0,0,1,0.99,1,0,0,1,0,1
2072100,-182,101,8,0,183,391,431,533,43,154,340,27,472,0,0,0.08,0.08,1,0,0,1,0,1
1469655,5,2,8,0,0,3,5,7,1,3,5,27,8,0,0,0.97,0.98,0,0,0,1,0,0
1520228,0,0,8,0,0,26,52,65,5,11,21,27,30,0,0,1,0.92,0,0,0,1,0,1
1864477,84,0,8,0,0,0,0,0,2,11,30,27,46,0,0,-99,-99,0,0,1,1,0,0
1245082,0,0,12,0,0,1,2,2,0,0,0,27,0,0,0,0.82,0.79,0,0,1,1,0,1
1348131,7,0,2,0,0,5,10,15,1,7,16,27,18,0,0,0.94,0.97,0,0,0,1,0,1
2200871,20,1,12,0,0,0,0,0,0,0,0,27,0,0,0,0.48,0.48,1,0,0,1,0,0
1507327,1202,305,8,566,4,960,1920,2880,592,1183,1998,27,3134,0,0,0.81,0.73,0,0,0,1,0,0
2967149,8802,3674,4,6650,0,15200,27550,41800,4028,13217,23994,27,32426,0,0,0.98,0.96,0,0,0,1,0,0
3259443,3,0,8,0,0,1,4,6,0,1,4,27,8,0,0,0,0,0,0,0,1,0,0
2799697,13,0,8,0,0,0,0,0,1,1,1,27,1,0,0,0.77,0.79,0,0,0,1,0,0
3095167,4,0,12,0,0,0,0,2,0,1,1,27,4,0,0,0.73,0.79,0,0,0,1,0,0
2239349,43,2,8,0,0,0,0,0,0,0,0,27,0,0,0,0.94,0.93,0,0,0,1,0,0
1790552,20,1,2,0,0,0,0,0,0,2,3,27,8,0,0,0.99,0.98,1,0,0,1,0,0
2962516,24,1,8,0,0,0,0,0,0,2,15,27,20,0,0,1,0.99,0,0,0,1,0,0
2069317,2,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0.93,0.74,0,0,0,1,0,0
2845219,1337,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.66,0.74,0,0,0,1,0,0
1197886,13,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.99,0.95,0,0,0,1,0,0
1560364,4,2,8,0,0,0,0,1,2,3,7,27,8,0,0,0.99,0.99,0,0,0,0,0,1
1547945,10,0,2,0,0,10,24,43,3,11,23,27,43,0,0,0.85,0.89,0,0,1,1,0,1
2984702,0,2,8,0,0,16,23,30,4,12,15,27,23,0,0,1,0.98,0,0,0,1,0,1
1465977,420,4,8,0,0,0,0,0,6,18,39,27,64,0,0,1,0.99,0,0,0,1,0,0
3117100,3,1,8,0,0,0,0,0,0,0,0,27,0,0,0,0.97,0.96,0,0,0,1,0,0
1662492,14,0,2,0,0,0,0,0,0,0,0,27,1,0,0,0.93,0.95,1,0,0,1,0,0
1449538,441,1,8,0,0,0,0,0,0,2,2,27,5,0,0,0.97,0.98,0,0,0,1,0,0
1733897,4,0,8,0,0,0,2,4,1,1,5,27,7,0,0,0.56,0.46,0,0,0,1,0,0
1337885,3,0,8,0,0,0,0,0,1,1,3,27,4,0,0,1,0.99,0,0,0,1,0,0
3267107,55,39,10,5,0,96,160,224,24,84,139,27,206,0,0,0.98,0.98,0,0,0,1,0,0
1764494,52,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.13,0.09,0,0,0,1,0,0
2266481,16,1,2,0,0,0,2,7,5,12,15,27,15,0,0,1,0.99,0,0,1,1,0,0
1401506,1091,20,12,0,0,0,0,0,44,228,253,27,357,0,0,0.93,0.84,0,0,0,1,0,0
1909855,-7,4,6,0,7,38,38,57,11,31,70,27,105,0,0,0.78,0.78,0,0,0,1,0,1
2950279,73,1,16,0,0,0,0,0,5,12,23,27,40,0,0,0.63,0.57,0,0,0,1,0,0
1734897,14,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0,0.08,0,0,0,1,0,0
3030772,27,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.58,0.56,0,0,0,1,0,0
3087627,113,23,8,0,0,0,50,50,9,32,103,27,177,0,0,0.94,0.95,0,0,0,1,0,0
3045856,469,18,NA,0,0,0,0,0,3,7,79,27,109,0,0,-99,-99,1,0,0,1,0,0
1284132,6,0,2,0,0,0,0,0,0,0,0,27,4,0,0,0.9,0.72,1,0,0,1,0,0
2131865,4,1,4,0,0,0,0,0,2,3,3,27,3,0,0,0.22,0.14,1,0,0,1,0,0
1892834,8,0,4,0,0,0,0,0,0,0,0,27,0,0,0,0.73,0.78,0,0,0,1,0,0
1266925,4,0,8,0,0,4,10,13,2,4,8,27,16,0,0,0.6,0.54,0,0,0,1,0,0
1993455,27,11,8,4,0,8,23,40,6,22,43,27,61,0,0,0.99,0.98,0,0,0,1,0,0
1534105,1,0,2,0,0,7,7,7,7,9,9,27,9,0,0,0.78,0.74,1,0,1,1,0,1
2092679,3,0,2,0,0,2,2,2,1,3,3,27,3,0,0,0.94,0.97,1,0,0,1,0,1
2812903,1,0,2,0,0,2,3,5,1,1,3,27,5,0,0,1,1,0,0,0,1,0,1
1751048,3,0,2,0,0,0,0,0,0,0,1,27,2,0,0,0.38,0.4,1,0,0,1,0,0
1346038,0,127,2,0,0,503,524,524,0,0,0,27,0,0,0,0.69,0.69,0,0,1,1,0,1
1609686,1,1,3,0,0,6,12,20,5,10,15,27,23,0,0,0.43,0.46,0,0,0,1,0,1
2994063,433,22,2,0,0,0,0,0,7,15,41,27,180,0,0,1,0.99,1,0,0,1,0,0
1609264,76,58,12,15,0,384,612,852,106,321,534,27,866,0,16,0.66,0.69,0,0,0,1,0,1
1821787,112,13,8,0,0,0,0,0,13,26,60,27,108,0,0,0.51,0.45,0,0,0,1,0,0
1194267,3,1,12,0,0,0,0,0,0,0,0,27,0,0,0,0.05,0.24,0,0,0,1,0,0
1576003,0,0,8,0,0,2,2,3,2,3,3,27,3,0,0,0.85,0.89,0,0,0,1,0,1
3135991,38,3,8,0,0,140,140,140,1,7,32,27,52,0,0,0.62,0.67,0,0,0,1,0,0
1452458,6,1,NA,0,0,0,0,0,1,2,4,27,11,0,0,-99,-99,0,0,0,0,0,0
1923510,1,0,2,0,0,10,30,30,3,5,12,27,25,0,0,0.93,0.97,0,0,0,1,0,1
2237700,2,0,8,0,0,3,3,3,5,14,26,27,45,0,0,0.98,0.97,0,0,0,1,0,1
1692944,-3,8,16,0,3,19,19,19,0,12,16,27,18,0,19,0.38,0.44,0,0,0,1,0,1
2865671,23,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.95,0.77,0,0,0,1,0,0
2187038,2,0,8,0,0,0,0,0,0,0,0,27,1,0,0,0.98,0.98,0,0,0,1,0,0
1187397,93,2,4,64,0,0,0,9,5,13,13,27,13,0,0,0.22,0.11,1,0,0,1,0,1
2006457,32,51,8,4,15,220,339,447,78,167,299,27,445,0,34,0.81,0.87,0,0,0,1,0,1
3270424,4,0,9,0,0,0,0,0,0,0,0,27,0,0,0,0.99,0.99,0,0,0,1,0,0
1596979,-9,4,8,0,9,540,540,540,3,10,21,27,61,0,0,0.43,0.47,0,0,0,1,0,0
2218851,158,61,2,21,0,0,70,168,27,105,195,27,288,0,0,0.98,0.98,0,0,0,1,0,0
1156575,9,0,2,0,0,0,0,0,1,1,2,27,2,0,0,0.92,0.89,0,0,0,1,0,0
2953357,54,18,8,13,0,32,42,82,10,31,54,27,109,0,0,0.93,0.97,0,0,0,1,0,0
2213310,3,0,12,0,0,3,5,8,1,3,6,27,8,0,0,0.73,0.76,0,0,0,1,0,0
2937514,0,0,2,0,0,11,11,11,0,0,0,27,0,0,0,0.84,0.82,1,0,0,1,0,0
1733467,63,14,8,2,0,0,0,0,0,5,11,27,20,0,0,0.99,0.97,0,0,0,1,0,0
2862695,130,34,4,23,0,134,222,285,103,299,594,27,871,0,0,0.73,0.78,0,0,0,1,0,0
2092772,67,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0.19,0.5,0,0,0,1,0,0
2259106,34,2,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,1,0,1,1,0,0
1649781,72,14,9,12,0,23,50,68,9,37,74,27,124,0,0,0.68,0.66,0,0,0,1,0,0
1428330,0,11,8,0,0,25,25,50,1,13,18,27,28,0,0,0.7,0.73,0,0,1,1,0,1
1820634,48,34,8,3,0,286,499,669,38,181,389,27,636,0,19,0.51,0.53,0,0,1,1,0,1
3121449,16,0,2,0,0,0,0,0,1,1,1,27,4,0,0,0.99,0.98,0,0,0,1,0,0
1603311,32,20,0,0,0,2,20,36,22,60,84,27,105,0,0,0,0,0,0,0,0,0,1
1566410,125,0,8,0,0,400,850,1300,123,438,974,27,1268,0,0,0.99,0.93,0,0,0,1,0,1
2077373,50,0,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,1,0,0,1,0,0
2023917,39,20,9,0,0,0,0,0,13,46,66,27,92,0,0,0.86,0.86,0,0,1,1,0,0
2871616,31,1,8,0,0,0,0,0,1,2,2,27,2,0,0,0.95,0.97,0,0,0,1,0,0
2222119,11,3,8,0,0,0,0,0,0,0,0,27,0,0,0,0.99,0.99,0,0,1,1,0,0
1370874,47,87,4,51,5,385,665,966,100,279,493,27,685,0,0,0.98,0.92,0,0,0,1,0,0
3050118,1,0,8,0,0,2,2,2,0,0,0,27,2,0,0,0.66,0.64,0,0,0,1,0,0
1753252,13,0,4,0,0,0,0,0,8,22,23,27,24,0,0,0.73,0.78,0,0,0,1,0,1
1314410,33,0,NA,0,0,0,0,0,0,0,0,27,0,0,0,-99,-99,1,0,0,0,0,0
1497716,0,0,8,0,0,18,26,34,4,13,22,27,34,0,0,0.83,0.86,0,0,0,1,0,1
2944027,125,0,2,0,0,0,0,0,0,3,23,27,25,0,0,1,0.98,0,0,0,1,0,0
1215581,4,0,8,0,0,16,24,24,10,14,23,27,43,0,0,0.48,0.53,0,0,0,1,0,1
1661888,71,18,NA,1,0,0,0,0,18,37,75,27,129,0,0,-99,-99,0,0,0,0,0,0
1256605,0,2,2,0,0,5,5,5,0,0,0,27,0,0,0,-99,-99,1,0,0,1,0,0
3026686,39,1,8,0,0,0,0,0,0,1,4,27,7,0,0,0.98,0.96,0,0,0,1,0,0
2212152,12,2,8,0,0,0,0,0,0,1,1,27,1,0,0,0.82,0.89,0,0,0,1,0,0
1865159,313,51,8,122,0,120,240,360,20,141,396,27,615,0,0,1,0.97,0,0,0,1,0,0
3190566,24,5,8,0,0,157,323,494,4,10,27,27,37,0,13,0.26,0.37,0,0,0,1,0,0
1346140,3,0,8,8,0,8,8,16,3,9,15,27,24,0,0,0.83,0.86,0,0,0,1,0,0
3136339,6,0,8,0,0,0,0,0,0,0,1,27,1,0,0,0.82,0.9,0,0,0,1,0,0
1797182,61,22,15,1,0,21,26,52,3,25,59,27,90,0,0,0.93,0.92,0,0,0,1,0,0
3101619,60,1,9,0,0,0,0,0,0,0,0,27,1,0,0,0.7,0.66,0,0,0,1,0,0
3221245,2,2,8,0,0,0,0,0,0,0,0,27,0,0,0,0.77,0.73,0,0,0,1,0,0
1333143,9,1,8,0,0,0,0,0,0,0,0,27,0,0,0,0.97,0.97,0,0,0,1,0,0
1267776,6,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0.92,0.45,1,0,0,1,0,0
1417857,18,0,2,0,0,0,0,0,0,2,13,27,16,0,0,0.99,0.98,1,0,0,1,0,1
2111671,0,0,2,0,0,4,7,7,0,0,0,27,0,0,0,0.37,0.36,0,0,1,1,0,1
1747497,1,0,8,0,0,6,6,12,2,4,5,27,6,0,0,0.91,0.89,0,0,0,1,0,1
